ApsimVersion = 7.6
Title = PFnew drain
           Date     drainageIH       leaching
     08/03/2009          0.000            0.0
     09/03/2009          0.000            0.0
     10/03/2009          2.075            0.1
     11/03/2009         20.671            0.5
     12/03/2009         29.695            0.8
     13/03/2009         33.263            0.8
     14/03/2009         35.509            0.9
     15/03/2009         37.030            0.9
     16/03/2009         38.040            1.0
     17/03/2009         38.785            1.0
     18/03/2009         39.468            1.0
     19/03/2009         40.051            1.0
     20/03/2009         40.571            1.0
     21/03/2009         40.794            1.0
     22/03/2009         40.988            1.0
     23/03/2009         41.289            1.0
     24/03/2009         41.823            1.1
     25/03/2009         43.017            1.1
     26/03/2009         44.637            1.1
     27/03/2009         46.409            1.2
     28/03/2009         48.106            1.2
     29/03/2009         49.508            1.2
     30/03/2009         50.556            1.3
     31/03/2009         51.578            1.3
     01/04/2009         52.331            1.3
     02/04/2009         53.014            1.3
     03/04/2009         53.477            1.3
     04/04/2009         53.928            1.3
     05/04/2009         54.433            1.3
     06/04/2009         54.918            1.3
     07/04/2009         55.322            1.4
     08/04/2009         55.493            1.4
     09/04/2009         55.710            1.4
     10/04/2009         55.801            1.4
     11/04/2009         55.801            1.4
     12/04/2009         55.809            1.4
     13/04/2009         55.941            1.4
     14/04/2009         55.941            1.4
     15/04/2009         55.941            1.4
     16/04/2009         55.941            1.4
     17/04/2009         55.941            1.4
     18/04/2009         55.941            1.4
     19/04/2009         55.941            1.4
     20/04/2009         55.941            1.4
     21/04/2009         55.941            1.4
     22/04/2009         55.941            1.4
     23/04/2009         55.941            1.4
     24/04/2009         55.941            1.4
     25/04/2009         55.941            1.4
     26/04/2009         55.941            1.4
     27/04/2009         55.941            1.4
     28/04/2009         55.941            1.4
     29/04/2009         55.941            1.4
     30/04/2009         55.941            1.4
     01/05/2009         55.941            1.4
     02/05/2009         55.941            1.4
     03/05/2009         55.941            1.4
     04/05/2009         55.941            1.4
     05/05/2009         55.941            1.4
     06/05/2009         55.941            1.4
     07/05/2009         55.941            1.4
     08/05/2009         55.941            1.4
     09/05/2009         55.941            1.4
     10/05/2009         55.941            1.4
     11/05/2009         55.941            1.4
     12/05/2009         55.941            1.4
     13/05/2009         55.941            1.4
     14/05/2009         55.941            1.4
     15/05/2009         55.941            1.4
     16/05/2009         55.941            1.4
     17/05/2009         55.941            1.4
     18/05/2009         55.941            1.4
     19/05/2009         55.941            1.4
     20/05/2009         55.941            1.4
     21/05/2009         55.941            1.4
     22/05/2009         55.941            1.4
     23/05/2009         55.941            1.4
     24/05/2009         55.941            1.4
     25/05/2009         55.941            1.4
     26/05/2009         55.941            1.4
     27/05/2009         55.941            1.4
     28/05/2009         55.941            1.4
     29/05/2009         55.941            1.4
     30/05/2009         55.941            1.4
     31/05/2009         55.941            1.4
     01/06/2009         55.941            1.4
     02/06/2009         55.941            1.4
     03/06/2009         55.941            1.4
     04/06/2009         55.941            1.4
     05/06/2009         55.941            1.4
     06/06/2009         55.941            1.4
     07/06/2009         55.941            1.4
     08/06/2009         55.941            1.4
     09/06/2009         55.941            1.4
     10/06/2009         55.941            1.4
     11/06/2009         55.941            1.4
     12/06/2009         55.941            1.4
     13/06/2009         55.941            1.4
     14/06/2009         55.941            1.4
     15/06/2009         55.941            1.4
     16/06/2009         55.941            1.4
     17/06/2009         55.941            1.4
     18/06/2009         55.941            1.4
     19/06/2009         55.941            1.4
     20/06/2009         55.941            1.4
     21/06/2009         55.941            1.4
     22/06/2009         55.941            1.4
     23/06/2009         55.941            1.4
     24/06/2009         55.941            1.4
     25/06/2009         55.941            1.4
     26/06/2009         55.941            1.4
     27/06/2009         55.941            1.4
     28/06/2009         55.941            1.4
     29/06/2009         55.941            1.4
     30/06/2009         55.941            1.4
     01/07/2009         55.941            1.4
     02/07/2009         55.941            1.4
     03/07/2009         55.941            1.4
     04/07/2009         55.941            1.4
     05/07/2009         55.941            1.4
     06/07/2009         55.941            1.4
     07/07/2009         55.941            1.4
     08/07/2009         55.941            1.4
     09/07/2009         55.941            1.4
     10/07/2009         55.941            1.4
     11/07/2009         55.941            1.4
     12/07/2009         55.941            1.4
     13/07/2009         55.941            1.4
     14/07/2009         55.941            1.4
     15/07/2009         55.941            1.4
     16/07/2009         55.941            1.4
     17/07/2009         55.941            1.4
     18/07/2009         55.941            1.4
     19/07/2009         55.941            1.4
     20/07/2009         55.941            1.4
     21/07/2009         55.941            1.4
     22/07/2009         55.941            1.4
     23/07/2009         55.941            1.4
     24/07/2009         55.941            1.4
     25/07/2009         55.941            1.4
     26/07/2009         55.941            1.4
     27/07/2009         55.941            1.4
     28/07/2009         55.941            1.4
     29/07/2009         55.941            1.4
     30/07/2009         55.941            1.4
     31/07/2009         55.941            1.4
     01/08/2009         55.941            1.4
     02/08/2009         55.941            1.4
     03/08/2009         55.941            1.4
     04/08/2009         55.941            1.4
     05/08/2009         55.941            1.4
     06/08/2009         55.941            1.4
     07/08/2009         55.941            1.4
     08/08/2009         55.941            1.4
     09/08/2009         55.941            1.4
     10/08/2009         55.941            1.4
     11/08/2009         55.941            1.4
     12/08/2009         55.941            1.4
     13/08/2009         55.941            1.4
     14/08/2009         55.941            1.4
     15/08/2009         55.941            1.4
     16/08/2009         55.941            1.4
     17/08/2009         55.941            1.4
     18/08/2009         55.941            1.4
     19/08/2009         55.941            1.4
     20/08/2009         55.941            1.4
     21/08/2009         55.941            1.4
     22/08/2009         55.941            1.4
     23/08/2009         55.941            1.4
     24/08/2009         55.941            1.4
     25/08/2009         55.941            1.4
     26/08/2009         55.941            1.4
     27/08/2009         55.941            1.4
     28/08/2009         55.941            1.4
     29/08/2009         55.941            1.4
     30/08/2009         55.941            1.4
     31/08/2009         55.941            1.4
     01/09/2009         55.941            1.4
     02/09/2009         55.941            1.4
     03/09/2009         55.941            1.4
     04/09/2009         55.941            1.4
     05/09/2009         55.941            1.4
     06/09/2009         55.941            1.4
     07/09/2009         55.941            1.4
     08/09/2009         55.941            1.4
     09/09/2009         55.941            1.4
     10/09/2009         55.941            1.4
     11/09/2009         55.941            1.4
     12/09/2009         55.941            1.4
     13/09/2009         55.941            1.4
     14/09/2009         55.941            1.4
     15/09/2009         55.941            1.4
     16/09/2009         55.941            1.4
     17/09/2009         55.941            1.4
     18/09/2009         55.941            1.4
     19/09/2009         55.941            1.4
     20/09/2009         55.941            1.4
     21/09/2009         55.941            1.4
     22/09/2009         55.941            1.4
     23/09/2009         55.941            1.4
     24/09/2009         55.941            1.4
     25/09/2009         55.941            1.4
     26/09/2009         55.941            1.4
     27/09/2009         55.941            1.4
     28/09/2009         55.941            1.4
     29/09/2009         55.941            1.4
     30/09/2009         55.941            1.4
     01/10/2009         55.941            1.4
     02/10/2009         55.941            1.4
     03/10/2009         55.941            1.4
     04/10/2009         55.941            1.4
     05/10/2009         55.941            1.4
     06/10/2009         55.941            1.4
     07/10/2009         55.941            1.4
     08/10/2009         55.941            1.4
     09/10/2009         55.941            1.4
     10/10/2009         55.941            1.4
     11/10/2009         55.941            1.4
     12/10/2009         55.941            1.4
     13/10/2009         55.941            1.4
     14/10/2009         55.941            1.4
     15/10/2009         55.941            1.4
     16/10/2009         55.941            1.4
     17/10/2009         55.941            1.4
     18/10/2009         55.941            1.4
     19/10/2009         55.941            1.4
     20/10/2009         55.941            1.4
     21/10/2009         55.941            1.4
     22/10/2009         55.941            1.4
     23/10/2009         55.941            1.4
     24/10/2009         55.941            1.4
     25/10/2009         55.941            1.4
     26/10/2009         55.941            1.4
     27/10/2009         55.941            1.4
     28/10/2009         55.941            1.4
     29/10/2009         55.941            1.4
     30/10/2009         55.941            1.4
     31/10/2009         55.941            1.4
     01/11/2009         55.941            1.4
     02/11/2009         55.941            1.4
     03/11/2009         55.941            1.4
     04/11/2009         55.941            1.4
     05/11/2009         55.941            1.4
     06/11/2009         55.941            1.4
     07/11/2009         55.941            1.4
     08/11/2009         55.941            1.4
     09/11/2009         55.941            1.4
     10/11/2009         55.941            1.4
     11/11/2009         55.941            1.4
     12/11/2009         55.941            1.4
     13/11/2009         55.941            1.4
     14/11/2009         55.941            1.4
     15/11/2009         55.941            1.4
     16/11/2009         55.941            1.4
     17/11/2009         55.941            1.4
     18/11/2009         55.941            1.4
     19/11/2009         55.941            1.4
     20/11/2009         55.941            1.4
     21/11/2009         55.941            1.4
     22/11/2009         55.941            1.4
     23/11/2009         55.941            1.4
     24/11/2009         55.941            1.4
     25/11/2009         55.941            1.4
     26/11/2009         55.941            1.4
     27/11/2009         55.941            1.4
     28/11/2009         55.941            1.4
     29/11/2009         55.941            1.4
     30/11/2009         55.941            1.4
     01/12/2009         55.941            1.4
     02/12/2009         55.941            1.4
     03/12/2009         55.941            1.4
     04/12/2009         55.941            1.4
     05/12/2009         55.941            1.4
     06/12/2009         55.941            1.4
     07/12/2009         55.941            1.4
     08/12/2009         55.941            1.4
     09/12/2009         55.941            1.4
     10/12/2009         55.941            1.4
     11/12/2009         55.941            1.4
     12/12/2009         55.941            1.4
     13/12/2009         55.941            1.4
     14/12/2009         55.941            1.4
     15/12/2009         55.941            1.4
     16/12/2009         55.941            1.4
     17/12/2009         55.941            1.4
     18/12/2009         55.941            1.4
     19/12/2009         55.941            1.4
     20/12/2009         55.941            1.4
     21/12/2009         55.941            1.4
     22/12/2009         55.941            1.4
     23/12/2009         55.941            1.4
     24/12/2009         55.941            1.4
     25/12/2009         55.941            1.4
     26/12/2009         55.941            1.4
     27/12/2009         55.941            1.4
     28/12/2009         55.941            1.4
     29/12/2009         55.941            1.4
     30/12/2009         55.941            1.4
     31/12/2009         55.941            1.4
     01/01/2010          0.000            0.0
     02/01/2010          0.000            0.0
     03/01/2010          0.000            0.0
     04/01/2010          0.000            0.0
     05/01/2010          0.000            0.0
     06/01/2010          0.000            0.0
     07/01/2010          0.000            0.0
     08/01/2010          0.000            0.0
     09/01/2010          0.000            0.0
     10/01/2010          0.000            0.0
     11/01/2010          0.000            0.0
     12/01/2010          0.000            0.0
     13/01/2010          0.000            0.0
     14/01/2010          0.000            0.0
     15/01/2010          0.000            0.0
     16/01/2010          0.000            0.0
     17/01/2010          0.000            0.0
     18/01/2010          0.000            0.0
     19/01/2010          0.000            0.0
     20/01/2010          0.000            0.0
     21/01/2010          0.000            0.0
     22/01/2010          0.000            0.0
     23/01/2010          0.000            0.0
     24/01/2010          0.000            0.0
     25/01/2010          0.000            0.0
     26/01/2010          0.000            0.0
     27/01/2010          0.000            0.0
     28/01/2010          0.000            0.0
     29/01/2010          0.000            0.0
     30/01/2010          0.000            0.0
     31/01/2010          0.000            0.0
     01/02/2010          0.000            0.0
     02/02/2010          0.000            0.0
     03/02/2010          0.000            0.0
     04/02/2010          0.000            0.0
     05/02/2010          0.000            0.0
     06/02/2010          0.000            0.0
     07/02/2010          0.000            0.0
     08/02/2010          0.000            0.0
     09/02/2010          0.000            0.0
     10/02/2010          0.000            0.0
     11/02/2010          0.000            0.0
     12/02/2010          0.000            0.0
     13/02/2010          0.000            0.0
     14/02/2010          0.000            0.0
     15/02/2010          0.000            0.0
     16/02/2010          0.000            0.0
     17/02/2010          0.000            0.0
     18/02/2010          0.000            0.0
     19/02/2010          0.000            0.0
     20/02/2010          0.000            0.0
     21/02/2010          0.000            0.0
     22/02/2010          0.000            0.0
     23/02/2010          0.000            0.0
     24/02/2010          0.000            0.0
     25/02/2010          0.000            0.0
     26/02/2010          0.000            0.0
     27/02/2010          0.000            0.0
     28/02/2010          0.000            0.0
     01/03/2010          0.000            0.0
     02/03/2010          0.000            0.0
     03/03/2010          0.000            0.0
     04/03/2010          0.000            0.0
     05/03/2010          0.000            0.0
     06/03/2010          0.000            0.0
     07/03/2010          0.000            0.0
     08/03/2010          0.000            0.0
     09/03/2010          0.000            0.0
     10/03/2010          0.000            0.0
     11/03/2010          0.000            0.0
     12/03/2010          0.000            0.0
     13/03/2010          0.000            0.0
     14/03/2010          0.000            0.0
     15/03/2010          0.000            0.0
     16/03/2010          0.000            0.0
     17/03/2010          0.000            0.0
     18/03/2010          0.000            0.0
     19/03/2010          0.000            0.0
     20/03/2010          0.000            0.0
     21/03/2010          0.000            0.0
     22/03/2010          0.000            0.0
     23/03/2010          0.000            0.0
     24/03/2010          0.000            0.0
     25/03/2010          0.000            0.0
     26/03/2010          0.000            0.0
     27/03/2010          0.000            0.0
     28/03/2010          0.000            0.0
     29/03/2010          0.000            0.0
     30/03/2010          0.000            0.0
     31/03/2010          0.000            0.0
     01/04/2010          0.000            0.0
     02/04/2010          0.000            0.0
     03/04/2010          0.000            0.0
     04/04/2010          0.000            0.0
     05/04/2010          0.000            0.0
     06/04/2010          0.000            0.0
     07/04/2010          0.000            0.0
     08/04/2010          0.000            0.0
     09/04/2010          0.000            0.0
     10/04/2010          0.000            0.0
     11/04/2010          0.000            0.0
     12/04/2010          0.000            0.0
     13/04/2010          0.000            0.0
     14/04/2010          0.000            0.0
     15/04/2010          0.000            0.0
     16/04/2010          0.000            0.0
     17/04/2010          0.000            0.0
     18/04/2010          0.000            0.0
     19/04/2010          0.000            0.0
     20/04/2010          0.000            0.0
     21/04/2010          0.000            0.0
     22/04/2010          0.000            0.0
     23/04/2010          0.000            0.0
     24/04/2010          0.000            0.0
     25/04/2010          0.000            0.0
     26/04/2010          0.000            0.0
     27/04/2010          0.000            0.0
     28/04/2010          0.000            0.0
     29/04/2010          0.000            0.0
     30/04/2010          0.000            0.0
     01/05/2010          0.000            0.0
     02/05/2010          0.000            0.0
     03/05/2010          0.000            0.0
     04/05/2010          0.000            0.0
     05/05/2010          0.000            0.0
     06/05/2010          0.000            0.0
     07/05/2010          0.000            0.0
     08/05/2010          0.000            0.0
     09/05/2010          0.000            0.0
     10/05/2010          0.000            0.0
     11/05/2010          0.000            0.0
     12/05/2010          0.000            0.0
     13/05/2010          0.000            0.0
     14/05/2010          0.000            0.0
     15/05/2010          0.000            0.0
     16/05/2010          1.227            0.1
     17/05/2010         18.029            1.0
     18/05/2010         24.659            1.3
     19/05/2010         25.853            1.4
     20/05/2010         26.007            1.4
     21/05/2010         26.278            1.4
     22/05/2010         26.337            1.4
     23/05/2010         26.337            1.4
     24/05/2010         26.337            1.4
     25/05/2010         26.337            1.4
     26/05/2010         26.337            1.4
     27/05/2010         26.337            1.4
     28/05/2010         26.337            1.4
     29/05/2010         26.337            1.4
     30/05/2010         26.337            1.4
     31/05/2010         26.337            1.4
     01/06/2010         26.337            1.4
     02/06/2010         26.337            1.4
     03/06/2010         26.337            1.4
     04/06/2010         26.337            1.4
     05/06/2010         26.337            1.4
     06/06/2010         26.337            1.4
     07/06/2010         26.337            1.4
     08/06/2010         26.337            1.4
     09/06/2010         26.337            1.4
     10/06/2010         26.337            1.4
     11/06/2010         26.337            1.4
     12/06/2010         26.337            1.4
     13/06/2010         26.337            1.4
     14/06/2010         26.337            1.4
     15/06/2010         26.337            1.4
     16/06/2010         26.337            1.4
     17/06/2010         26.337            1.4
     18/06/2010         26.337            1.4
     19/06/2010         26.337            1.4
     20/06/2010         26.337            1.4
     21/06/2010         26.337            1.4
     22/06/2010         26.337            1.4
     23/06/2010         26.337            1.4
     24/06/2010         26.337            1.4
     25/06/2010         26.337            1.4
     26/06/2010         26.337            1.4
     27/06/2010         26.337            1.4
     28/06/2010         43.328            1.4
     29/06/2010         68.862            1.4
     30/06/2010         79.805            1.4
     01/07/2010         82.384            1.4
     02/07/2010         82.675            1.4
     03/07/2010         82.675            1.4
     04/07/2010         82.675            1.4
     05/07/2010         82.675            1.4
     06/07/2010         82.675            1.4
     07/07/2010         82.675            1.4
     08/07/2010         82.675            1.4
     09/07/2010         82.675            1.4
     10/07/2010         82.675            1.4
     11/07/2010         82.675            1.4
     12/07/2010         82.675            1.4
     13/07/2010         82.675            1.4
     14/07/2010         82.675            1.4
     15/07/2010         82.675            1.4
     16/07/2010         82.675            1.4
     17/07/2010         82.675            1.4
     18/07/2010         82.675            1.4
     19/07/2010         82.675            1.4
     20/07/2010         82.675            1.4
     21/07/2010         82.675            1.4
     22/07/2010         82.675            1.4
     23/07/2010         82.675            1.4
     24/07/2010         82.675            1.4
     25/07/2010         82.675            1.4
     26/07/2010         82.675            1.4
     27/07/2010         82.675            1.4
     28/07/2010         82.675            1.4
     29/07/2010         82.675            1.4
     30/07/2010         82.675            1.4
     31/07/2010         82.675            1.4
     01/08/2010         82.675            1.4
     02/08/2010         82.675            1.4
     03/08/2010         82.675            1.4
     04/08/2010         82.675            1.4
     05/08/2010         82.675            1.4
     06/08/2010         82.675            1.4
     07/08/2010         82.675            1.4
     08/08/2010         82.675            1.4
     09/08/2010         95.830            1.4
     10/08/2010        131.026            1.4
     11/08/2010        180.621            1.4
     12/08/2010        220.550            1.4
     13/08/2010        234.079            1.4
     14/08/2010        236.712            1.4
     15/08/2010        237.305            1.4
     16/08/2010        237.305            1.4
     17/08/2010        237.305            1.4
     18/08/2010        237.305            1.4
     19/08/2010        237.305            1.4
     20/08/2010        237.305            1.4
     21/08/2010        237.305            1.4
     22/08/2010        237.305            1.4
     23/08/2010        237.305            1.4
     24/08/2010        237.305            1.4
     25/08/2010        237.305            1.4
     26/08/2010        237.305            1.4
     27/08/2010        237.305            1.4
     28/08/2010        237.305            1.4
     29/08/2010        237.305            1.4
     30/08/2010        237.305            1.4
     31/08/2010        237.305            1.4
     01/09/2010        237.305            1.4
     02/09/2010        237.305            1.4
     03/09/2010        246.010            1.4
     04/09/2010        253.259            1.4
     05/09/2010        255.403            1.4
     06/09/2010        256.296            1.4
     07/09/2010        256.661            1.4
     08/09/2010        256.661            1.4
     09/09/2010        256.661            1.4
     10/09/2010        256.661            1.4
     11/09/2010        256.661            1.4
     12/09/2010        256.661            1.4
     13/09/2010        256.661            1.4
     14/09/2010        256.661            1.4
     15/09/2010        256.661            1.4
     16/09/2010        256.661            1.4
     17/09/2010        256.661            1.4
     18/09/2010        256.661            1.4
     19/09/2010        256.661            1.4
     20/09/2010        256.661            1.4
     21/09/2010        256.661            1.4
     22/09/2010        256.661            1.4
     23/09/2010        256.661            1.4
     24/09/2010        256.661            1.4
     25/09/2010        271.291            1.4
     26/09/2010        286.900            1.4
     27/09/2010        296.072            1.4
     28/09/2010        300.635            1.4
     29/09/2010        303.066            1.4
     30/09/2010        304.092            1.4
     01/10/2010        304.484            1.4
     02/10/2010        304.484            1.4
     03/10/2010        304.484            1.4
     04/10/2010        304.484            1.4
     05/10/2010        304.484            1.4
     06/10/2010        304.484            1.4
     07/10/2010        304.484            1.4
     08/10/2010        304.484            1.4
     09/10/2010        304.484            1.4
     10/10/2010        304.484            1.4
     11/10/2010        304.484            1.4
     12/10/2010        304.484            1.4
     13/10/2010        304.484            1.4
     14/10/2010        304.484            1.4
     15/10/2010        304.484            1.4
     16/10/2010        304.484            1.4
     17/10/2010        304.484            1.4
     18/10/2010        304.484            1.4
     19/10/2010        304.484            1.4
